,segment_id,resource_id,route_segment_id,origin,destination,route_start_time,route_end_time,load_start_time,load_end_time,resource_speed,evacuees,evacuated_location
41,12,Apodaca,12,Mannion Bay Wharf,Horseshoe Bay Terminal,135.79999999999998,143.6,143.6,148.6,20.0,34,Snug Cove
42,1,Kinbasket Queen,1,Snug Cove Marina,Snug Cove Marina,30.0,30.0,30.0,35.0,17.0,0,None
43,2,Kinbasket Queen,2,Snug Cove Marina,Horseshoe Bay Terminal,35.0,46.2,46.2,51.2,15.0,40,Snug Cove
44,3,Kinbasket Queen,3,Horseshoe Bay Terminal,Mannion Bay Wharf,51.2,60.3764705882353,60.3764705882353,65.37647058823529,15.0,0,None
45,4,Kinbasket Queen,4,Mannion Bay Wharf,Horseshoe Bay Terminal,65.37647058823529,75.7764705882353,75.7764705882353,80.7764705882353,15.0,40,Snug Cove
46,5,Kinbasket Queen,5,Horseshoe Bay Terminal,Mannion Bay Wharf,80.7764705882353,89.95294117647059,89.95294117647059,94.95294117647059,15.0,0,None
47,6,Kinbasket Queen,6,Mannion Bay Wharf,Horseshoe Bay Terminal,94.95294117647059,105.3529411764706,105.3529411764706,110.3529411764706,15.0,40,Snug Cove
48,7,Kinbasket Queen,7,Horseshoe Bay Terminal,Cates Bay Dock,110.3529411764706,120.58823529411765,120.58823529411765,125.58823529411765,15.0,0,None
49,8,Kinbasket Queen,8,Cates Bay Dock,Horseshoe Bay Terminal,125.58823529411765,137.18823529411765,137.18823529411765,142.18823529411765,15.0,40,Hood Point
50,1,Mercury 1,1,Horseshoe Bay Terminal,Mannion Bay Wharf,20.0,26.240000000000002,26.240000000000002,29.240000000000002,25.0,0,None
51,2,Mercury 1,2,Mannion Bay Wharf,Horseshoe Bay Terminal,29.240000000000002,37.040000000000006,37.040000000000006,40.040000000000006,20.0,12,Snug Cove
52,3,Mercury 1,3,Horseshoe Bay Terminal,Mannion Bay Beach,40.040000000000006,46.28000000000001,46.28000000000001,49.28000000000001,20.0,0,None
53,4,Mercury 1,4,Mannion Bay Beach,Horseshoe Bay Terminal,49.28000000000001,57.08000000000001,57.08000000000001,60.08000000000001,20.0,12,Snug Cove
54,5,Mercury 1,5,Horseshoe Bay Terminal,Mannion Bay Wharf,60.08000000000001,66.32000000000001,66.32000000000001,69.32000000000001,20.0,0,None
55,6,Mercury 1,6,Mannion Bay Wharf,Horseshoe Bay Terminal,69.32000000000001,77.12,77.12,80.12,20.0,12,Snug Cove
56,7,Mercury 1,7,Horseshoe Bay Terminal,Mannion Bay Beach,80.12,86.36,86.36,89.36,20.0,0,None
57,8,Mercury 1,8,Mannion Bay Beach,Horseshoe Bay Terminal,89.36,97.16,97.16,100.16,20.0,12,Snug Cove
58,9,Mercury 1,9,Horseshoe Bay Terminal,Mannion Bay Wharf,100.16,106.39999999999999,106.39999999999999,109.39999999999999,20.0,0,None
59,10,Mercury 1,10,Mannion Bay Wharf,Horseshoe Bay Terminal,109.39999999999999,117.19999999999999,117.19999999999999,120.19999999999999,20.0,12,Snug Cove
60,11,Mercury 1,11,Horseshoe Bay Terminal,Mannion Bay Beach,120.19999999999999,126.43999999999998,126.43999999999998,129.44,20.0,0,None
61,12,Mercury 1,12,Mannion Bay Beach,Horseshoe Bay Terminal,129.44,137.24,137.24,140.24,20.0,12,Snug Cove
62,1,Mercury 2,1,Horseshoe Bay Terminal,Mannion Bay Beach,30.0,36.24,36.24,39.24,25.0,0,None
63,2,Mercury 2,2,Mannion Bay Beach,Horseshoe Bay Terminal,39.24,47.040000000000006,47.040000000000006,50.040000000000006,20.0,12,Snug Cove
64,3,Mercury 2,3,Horseshoe Bay Terminal,Mannion Bay Wharf,50.040000000000006,56.28000000000001,56.28000000000001,59.28000000000001,20.0,0,None
65,4,Mercury 2,4,Mannion Bay Wharf,Horseshoe Bay Terminal,59.28000000000001,67.08000000000001,67.08000000000001,70.08000000000001,20.0,12,Snug Cove
66,5,Mercury 2,5,Horseshoe Bay Terminal,Mannion Bay Beach,70.08000000000001,76.32000000000001,76.32000000000001,79.32000000000001,20.0,0,None
67,6,Mercury 2,6,Mannion Bay Beach,Horseshoe Bay Terminal,79.32000000000001,87.12,87.12,90.12,20.0,12,Snug Cove
68,7,Mercury 2,7,Horseshoe Bay Terminal,Mannion Bay Beach,90.12,96.36,96.36,99.36,20.0,0,None
69,8,Mercury 2,8,Mannion Bay Beach,Horseshoe Bay Terminal,99.36,107.16,107.16,110.16,20.0,12,Snug Cove
70,9,Mercury 2,9,Horseshoe Bay Terminal,Mannion Bay Wharf,110.16,116.39999999999999,116.39999999999999,119.39999999999999,20.0,0,None
71,10,Mercury 2,10,Mannion Bay Wharf,Horseshoe Bay Terminal,119.39999999999999,127.19999999999999,127.19999999999999,130.2,20.0,12,Snug Cove
72,1,Mercury 3,1,Horseshoe Bay Terminal,Mannion Bay Wharf,20.0,26.240000000000002,26.240000000000002,31.240000000000002,25.0,0,None
73,2,Mercury 3,2,Mannion Bay Wharf,Horseshoe Bay Terminal,31.240000000000002,39.040000000000006,39.040000000000006,44.040000000000006,20.0,40,Snug Cove
74,3,Mercury 3,3,Horseshoe Bay Terminal,Cates Bay Dock,44.040000000000006,51.00000000000001,51.00000000000001,56.00000000000001,20.0,0,None
75,4,Mercury 3,4,Cates Bay Dock,Horseshoe Bay Terminal,56.00000000000001,64.7,64.7,69.7,20.0,40,Hood Point
76,5,Mercury 3,5,Horseshoe Bay Terminal,Mannion Bay Wharf,69.7,75.94,75.94,80.94,20.0,0,None
77,6,Mercury 3,6,Mannion Bay Wharf,Horseshoe Bay Terminal,80.94,88.74,88.74,93.74,20.0,40,Snug Cove
78,7,Mercury 3,7,Horseshoe Bay Terminal,Mannion Bay Wharf,93.74,99.97999999999999,99.97999999999999,104.97999999999999,20.0,0,None
79,8,Mercury 3,8,Mannion Bay Wharf,Horseshoe Bay Terminal,104.97999999999999,112.77999999999999,112.77999999999999,117.77999999999999,20.0,40,Snug Cove
80,9,Mercury 3,9,Horseshoe Bay Terminal,Cates Bay Dock,117.77999999999999,124.73999999999998,124.73999999999998,129.73999999999998,20.0,0,None
81,10,Mercury 3,10,Cates Bay Dock,Horseshoe Bay Terminal,129.73999999999998,138.43999999999997,138.43999999999997,143.43999999999997,20.0,40,Hood Point
82,1,Sunshine Coast Water Taxi,1,Gibsons Harbor,Cates Bay Beach,20.0,40.64,40.64,43.64,25.0,0,None
83,2,Sunshine Coast Water Taxi,2,Cates Bay Beach,Horseshoe Bay Terminal,43.64,52.34,52.34,55.34,20.0,12,Hood Point
84,3,Sunshine Coast Water Taxi,3,Horseshoe Bay Terminal,Cates Bay Dock,55.34,62.300000000000004,62.300000000000004,65.30000000000001,20.0,0,None
85,4,Sunshine Coast Water Taxi,4,Cates Bay Dock,Horseshoe Bay Terminal,65.30000000000001,74.00000000000001,74.00000000000001,77.00000000000001,20.0,12,Hood Point
86,5,Sunshine Coast Water Taxi,5,Horseshoe Bay Terminal,Mannion Bay Wharf,77.00000000000001,83.24000000000001,83.24000000000001,86.24000000000001,20.0,0,None
87,6,Sunshine Coast Water Taxi,6,Mannion Bay Wharf,Horseshoe Bay Terminal,86.24000000000001,94.04,94.04,97.04,20.0,12,Snug Cove
88,7,Sunshine Coast Water Taxi,7,Horseshoe Bay Terminal,Mannion Bay Wharf,97.04,103.28,103.28,106.28,20.0,0,None
89,8,Sunshine Coast Water Taxi,8,Mannion Bay Wharf,Horseshoe Bay Terminal,106.28,114.08,114.08,117.08,20.0,12,Snug Cove
90,9,Sunshine Coast Water Taxi,9,Horseshoe Bay Terminal,Cates Bay Dock,117.08,124.03999999999999,124.03999999999999,127.03999999999999,20.0,0,None
91,10,Sunshine Coast Water Taxi,10,Cates Bay Dock,Horseshoe Bay Terminal,127.03999999999999,135.73999999999998,135.73999999999998,138.73999999999998,20.0,12,Hood Point
92,1,Harbour Ferry Bertram,1,Gibsons Harbor,Hood Point Dock,20.0,42.8,42.8,45.8,20.0,0,None
93,2,Harbour Ferry Bertram,2,Hood Point Dock,Horseshoe Bay Terminal,45.8,58.858823529411765,58.858823529411765,61.858823529411765,17.0,6,Hood Point
94,1,Kona Winds Charters 1,1,Gibsons Harbor,Hood Point Dock,30.0,48.239999999999995,48.239999999999995,53.239999999999995,25.0,0,None
95,2,Kona Winds Charters 1,2,Hood Point Dock,Horseshoe Bay Terminal,53.239999999999995,64.33999999999999,64.33999999999999,69.33999999999999,20.0,40,Hood Point
96,3,Kona Winds Charters 1,3,Horseshoe Bay Terminal,Cates Bay Dock,69.33999999999999,76.29999999999998,76.29999999999998,81.29999999999998,20.0,0,None
97,4,Kona Winds Charters 1,4,Cates Bay Dock,Horseshoe Bay Terminal,81.29999999999998,89.99999999999999,89.99999999999999,94.99999999999999,20.0,40,Hood Point
98,5,Kona Winds Charters 1,5,Horseshoe Bay Terminal,Cates Bay Dock,94.99999999999999,101.95999999999998,101.95999999999998,106.95999999999998,20.0,0,None
99,6,Kona Winds Charters 1,6,Cates Bay Dock,Horseshoe Bay Terminal,106.95999999999998,115.65999999999998,115.65999999999998,120.65999999999998,20.0,40,Hood Point
100,7,Kona Winds Charters 1,7,Horseshoe Bay Terminal,Cates Bay Dock,120.65999999999998,127.61999999999998,127.61999999999998,132.61999999999998,20.0,0,None
101,8,Kona Winds Charters 1,8,Cates Bay Dock,Horseshoe Bay Terminal,132.61999999999998,141.31999999999996,141.31999999999996,146.31999999999996,20.0,40,Hood Point
102,1,Stormaway III,1,Gibsons Harbor,Hood Point Dock,30.0,48.239999999999995,48.239999999999995,53.239999999999995,25.0,0,None
103,2,Stormaway III,2,Hood Point Dock,Horseshoe Bay Terminal,53.239999999999995,64.33999999999999,64.33999999999999,69.33999999999999,20.0,40,Hood Point
104,3,Stormaway III,3,Horseshoe Bay Terminal,Cates Bay Dock,69.33999999999999,76.29999999999998,76.29999999999998,81.29999999999998,20.0,0,None
105,4,Stormaway III,4,Cates Bay Dock,Horseshoe Bay Terminal,81.29999999999998,89.99999999999999,89.99999999999999,94.99999999999999,20.0,40,Hood Point
106,5,Stormaway III,5,Horseshoe Bay Terminal,Cates Bay Dock,94.99999999999999,101.95999999999998,101.95999999999998,106.95999999999998,20.0,0,None
107,6,Stormaway III,6,Cates Bay Dock,Horseshoe Bay Terminal,106.95999999999998,115.65999999999998,115.65999999999998,120.65999999999998,20.0,40,Hood Point
108,7,Stormaway III,7,Horseshoe Bay Terminal,Cates Bay Dock,120.65999999999998,127.61999999999998,127.61999999999998,132.61999999999998,20.0,0,None
109,8,Stormaway III,8,Cates Bay Dock,Horseshoe Bay Terminal,132.61999999999998,141.31999999999996,141.31999999999996,146.31999999999996,20.0,40,Hood Point
110,1,RCM SAR 01,1,Horseshoe Bay Terminal,Hood Point Dock,30.0,37.4,37.4,40.4,30.0,0,None
111,2,RCM SAR 01,2,Hood Point Dock,Fishermans Cove,40.4,53.12,53.12,56.12,25.0,12,Hood Point
112,3,RCM SAR 01,3,Fishermans Cove,Mannion Bay Beach,56.12,61.919999999999995,61.919999999999995,64.91999999999999,25.0,0,None
113,4,RCM SAR 01,4,Mannion Bay Beach,Horseshoe Bay Terminal,64.91999999999999,71.15999999999998,71.15999999999998,74.15999999999998,25.0,12,Snug Cove
114,5,RCM SAR 01,5,Horseshoe Bay Terminal,Mannion Bay Wharf,74.15999999999998,79.35999999999999,79.35999999999999,82.35999999999999,25.0,0,None
115,6,RCM SAR 01,6,Mannion Bay Wharf,Horseshoe Bay Terminal,82.35999999999999,88.59999999999998,88.59999999999998,91.59999999999998,25.0,12,Snug Cove
116,7,RCM SAR 01,7,Horseshoe Bay Terminal,Mannion Bay Beach,91.59999999999998,96.79999999999998,96.79999999999998,99.79999999999998,25.0,0,None
117,8,RCM SAR 01,8,Mannion Bay Beach,Horseshoe Bay Terminal,99.79999999999998,106.03999999999998,106.03999999999998,109.03999999999998,25.0,12,Snug Cove
118,9,RCM SAR 01,9,Horseshoe Bay Terminal,Mannion Bay Wharf,109.03999999999998,114.23999999999998,114.23999999999998,117.23999999999998,25.0,0,None
119,10,RCM SAR 01,10,Mannion Bay Wharf,Horseshoe Bay Terminal,117.23999999999998,123.47999999999998,123.47999999999998,126.47999999999998,25.0,12,Snug Cove
120,11,RCM SAR 01,11,Horseshoe Bay Terminal,Mannion Bay Beach,126.47999999999998,131.67999999999998,131.67999999999998,134.67999999999998,25.0,0,None
121,12,RCM SAR 01,12,Mannion Bay Beach,Horseshoe Bay Terminal,134.67999999999998,140.92,140.92,143.92,25.0,12,Snug Cove
122,1,RCM SAR 01b,1,Horseshoe Bay Terminal,Mannion Bay Wharf,30.0,35.2,35.2,38.2,30.0,0,None
123,2,RCM SAR 01b,2,Mannion Bay Wharf,Horseshoe Bay Terminal,38.2,44.440000000000005,44.440000000000005,47.440000000000005,25.0,4,Snug Cove
124,3,RCM SAR 01b,3,Horseshoe Bay Terminal,Mannion Bay Wharf,47.440000000000005,52.64000000000001,52.64000000000001,55.64000000000001,25.0,0,None
125,4,RCM SAR 01b,4,Mannion Bay Wharf,Horseshoe Bay Terminal,55.64000000000001,61.88000000000001,61.88000000000001,64.88000000000001,25.0,4,Snug Cove
126,5,RCM SAR 01b,5,Horseshoe Bay Terminal,Mannion Bay Beach,64.88000000000001,70.08000000000001,70.08000000000001,73.08000000000001,25.0,0,None
127,6,RCM SAR 01b,6,Mannion Bay Beach,Horseshoe Bay Terminal,73.08000000000001,79.32000000000001,79.32000000000001,82.32000000000001,25.0,4,Snug Cove
128,7,RCM SAR 01b,7,Horseshoe Bay Terminal,Mannion Bay Wharf,82.32000000000001,87.52000000000001,87.52000000000001,90.52000000000001,25.0,0,None
129,8,RCM SAR 01b,8,Mannion Bay Wharf,Fishermans Cove,90.52000000000001,97.48,97.48,100.48,25.0,4,Snug Cove
130,9,RCM SAR 01b,9,Fishermans Cove,Mannion Bay Beach,100.48,106.28,106.28,109.28,25.0,0,None
131,10,RCM SAR 01b,10,Mannion Bay Beach,Horseshoe Bay Terminal,109.28,115.52,115.52,118.52,25.0,4,Snug Cove
132,11,RCM SAR 01b,11,Horseshoe Bay Terminal,Mannion Bay Beach,118.52,123.72,123.72,126.72,25.0,0,None
133,12,RCM SAR 01b,12,Mannion Bay Beach,Horseshoe Bay Terminal,126.72,132.96,132.96,135.96,25.0,4,Snug Cove
134,1,RCM SAR 14,1,Gibsons Harbor,Cates Bay Dock,30.0,47.2,47.2,52.2,30.0,0,None
135,2,RCM SAR 14,2,Cates Bay Dock,Horseshoe Bay Terminal,52.2,59.160000000000004,59.160000000000004,64.16,25.0,8,Hood Point
136,3,RCM SAR 14,3,Horseshoe Bay Terminal,Cates Bay Beach,64.16,69.96,69.96,74.96,25.0,0,None
137,4,RCM SAR 14,4,Cates Bay Beach,Horseshoe Bay Terminal,74.96,81.91999999999999,81.91999999999999,86.91999999999999,25.0,8,Hood Point
138,5,RCM SAR 14,5,Horseshoe Bay Terminal,Mannion Bay Beach,86.91999999999999,92.11999999999999,92.11999999999999,97.11999999999999,25.0,0,None
139,6,RCM SAR 14,6,Mannion Bay Beach,Horseshoe Bay Terminal,97.11999999999999,103.35999999999999,103.35999999999999,108.35999999999999,25.0,8,Snug Cove
140,7,RCM SAR 14,7,Horseshoe Bay Terminal,Mannion Bay Beach,108.35999999999999,113.55999999999999,113.55999999999999,118.55999999999999,25.0,0,None
141,8,RCM SAR 14,8,Mannion Bay Beach,Horseshoe Bay Terminal,118.55999999999999,124.79999999999998,124.79999999999998,129.79999999999998,25.0,8,Snug Cove
142,1,RCM SAR 02,1,Lynwood Marina,Mannion Bay Wharf,30.0,58.6,58.6,61.6,30.0,0,None
143,2,RCM SAR 02,2,Mannion Bay Wharf,Horseshoe Bay Terminal,61.6,67.84,67.84,70.84,25.0,12,Snug Cove
144,3,RCM SAR 02,3,Horseshoe Bay Terminal,Cates Bay Beach,70.84,76.64,76.64,79.64,25.0,0,None
145,4,RCM SAR 02,4,Cates Bay Beach,Horseshoe Bay Terminal,79.64,86.6,86.6,89.6,25.0,12,Hood Point
146,5,RCM SAR 02,5,Horseshoe Bay Terminal,Mannion Bay Beach,89.6,94.8,94.8,97.8,25.0,0,None
147,6,RCM SAR 02,6,Mannion Bay Beach,Horseshoe Bay Terminal,97.8,104.03999999999999,104.03999999999999,107.03999999999999,25.0,12,Snug Cove
148,7,RCM SAR 02,7,Horseshoe Bay Terminal,Cates Bay Beach,107.03999999999999,112.83999999999999,112.83999999999999,115.83999999999999,25.0,0,None
149,8,RCM SAR 02,8,Cates Bay Beach,Horseshoe Bay Terminal,115.83999999999999,122.79999999999998,122.79999999999998,125.79999999999998,25.0,12,Hood Point
150,9,RCM SAR 02,9,Horseshoe Bay Terminal,Mannion Bay Beach,125.79999999999998,130.99999999999997,130.99999999999997,133.99999999999997,25.0,0,None
151,10,RCM SAR 02,10,Mannion Bay Beach,Horseshoe Bay Terminal,133.99999999999997,140.23999999999998,140.23999999999998,143.23999999999998,25.0,12,Snug Cove
152,1,CCG response 1,1,Kitsilano CCG,Mannion Bay Wharf,30.0,54.0,54.0,59.0,25.0,0,None
153,2,CCG response 1,2,Mannion Bay Wharf,Horseshoe Bay Terminal,59.0,65.24,65.24,70.24,25.0,15,Snug Cove
154,3,CCG response 1,3,Horseshoe Bay Terminal,Cates Bay Dock,70.24,77.19999999999999,77.19999999999999,82.19999999999999,25.0,0,None
155,4,CCG response 1,4,Cates Bay Dock,Horseshoe Bay Terminal,82.19999999999999,89.15999999999998,89.15999999999998,94.15999999999998,25.0,15,Hood Point
156,5,CCG response 1,5,Horseshoe Bay Terminal,Cates Bay Dock,94.15999999999998,101.11999999999998,101.11999999999998,106.11999999999998,25.0,0,None
157,6,CCG response 1,6,Cates Bay Dock,Horseshoe Bay Terminal,106.11999999999998,113.07999999999997,113.07999999999997,118.07999999999997,25.0,15,Hood Point
158,7,CCG response 1,7,Horseshoe Bay Terminal,Mannion Bay Wharf,118.07999999999997,124.31999999999996,124.31999999999996,129.31999999999996,25.0,0,None
159,8,CCG response 1,8,Mannion Bay Wharf,Horseshoe Bay Terminal,129.31999999999996,135.55999999999997,135.55999999999997,140.55999999999997,25.0,15,Snug Cove
160,1,CCG response 2,1,Kitsilano CCG,Snug Cove Marina,30.0,54.48,54.48,59.48,25.0,0,None
161,2,CCG response 2,2,Snug Cove Marina,Horseshoe Bay Terminal,59.48,66.19999999999999,66.19999999999999,71.19999999999999,25.0,15,Snug Cove
162,3,CCG response 2,3,Horseshoe Bay Terminal,Mannion Bay Wharf,71.19999999999999,77.43999999999998,77.43999999999998,82.43999999999998,25.0,0,None
163,4,CCG response 2,4,Mannion Bay Wharf,Horseshoe Bay Terminal,82.43999999999998,88.67999999999998,88.67999999999998,93.67999999999998,25.0,15,Snug Cove
164,5,CCG response 2,5,Horseshoe Bay Terminal,Cates Bay Dock,93.67999999999998,100.63999999999997,100.63999999999997,105.63999999999997,25.0,0,None
165,6,CCG response 2,6,Cates Bay Dock,Horseshoe Bay Terminal,105.63999999999997,112.59999999999997,112.59999999999997,117.59999999999997,25.0,15,Hood Point
166,7,CCG response 2,7,Horseshoe Bay Terminal,Mannion Bay Wharf,117.59999999999997,123.83999999999996,123.83999999999996,128.83999999999997,25.0,0,None
167,8,CCG response 2,8,Mannion Bay Wharf,Horseshoe Bay Terminal,128.83999999999997,135.07999999999998,135.07999999999998,140.07999999999998,25.0,15,Snug Cove
168,1,CCG landing vessel,1,Kitsilano CCG,Mannion Bay Wharf,30.0,63.333333333333336,63.333333333333336,71.33333333333334,18.0,0,None
169,2,CCG landing vessel,2,Mannion Bay Wharf,Horseshoe Bay Terminal,71.33333333333334,80.00000000000001,80.00000000000001,88.00000000000001,18.0,60,Snug Cove
170,3,CCG landing vessel,3,Horseshoe Bay Terminal,Cates Bay Beach,88.00000000000001,97.66666666666669,97.66666666666669,105.66666666666669,18.0,0,None
171,4,CCG landing vessel,4,Cates Bay Beach,Horseshoe Bay Terminal,105.66666666666669,115.33333333333336,115.33333333333336,123.33333333333336,18.0,60,Hood Point
172,1,CCG Siyay,1,Richmond Hovercraft Base,Cates Bay Beach,30.0,52.400000000000006,52.400000000000006,62.400000000000006,45.0,0,None
173,2,CCG Siyay,2,Cates Bay Beach,Horseshoe Bay Terminal,62.400000000000006,66.26666666666667,66.26666666666667,76.26666666666667,45.0,50,Hood Point
174,3,CCG Siyay,3,Horseshoe Bay Terminal,Cates Bay Dock,76.26666666666667,80.13333333333333,80.13333333333333,90.13333333333333,45.0,0,None
175,4,CCG Siyay,4,Cates Bay Dock,Horseshoe Bay Terminal,90.13333333333333,93.99999999999999,93.99999999999999,103.99999999999999,45.0,50,Hood Point
176,5,CCG Siyay,5,Horseshoe Bay Terminal,Cates Bay Beach,103.99999999999999,107.86666666666665,107.86666666666665,117.86666666666665,45.0,0,None
177,6,CCG Siyay,6,Cates Bay Beach,Horseshoe Bay Terminal,117.86666666666665,121.7333333333333,121.7333333333333,131.7333333333333,45.0,50,Hood Point
178,1,CCG Moytel,1,Richmond Hovercraft Base,Mannion Bay Wharf,30.0,48.239999999999995,48.239999999999995,58.239999999999995,50.0,0,None
179,2,CCG Moytel,2,Mannion Bay Wharf,Horseshoe Bay Terminal,58.239999999999995,61.35999999999999,61.35999999999999,71.35999999999999,50.0,50,Snug Cove
180,3,CCG Moytel,3,Horseshoe Bay Terminal,Cates Bay Dock,71.35999999999999,74.83999999999999,74.83999999999999,84.83999999999999,50.0,0,None
181,4,CCG Moytel,4,Cates Bay Dock,Horseshoe Bay Terminal,84.83999999999999,88.32,88.32,98.32,50.0,50,Hood Point
182,5,CCG Moytel,5,Horseshoe Bay Terminal,Cates Bay Beach,98.32,101.8,101.8,111.8,50.0,0,None
183,6,CCG Moytel,6,Cates Bay Beach,Horseshoe Bay Terminal,111.8,115.28,115.28,125.28,50.0,50,Hood Point
